May 30 1968,Tampa United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  El Poder Cubano was credited with bombing a Jaanese shi the Asaka Maru near Tama Florida causing $100000 in damage.
May 30 1968,New York City United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES - El Poder Cubano bombed the Sanish National Tourist Office in New York City.They were reviously bombed on 22 Aril 1968.
Jun 1 1968,Galveston United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  The Jaanese shi Mikagasan Maru in Galveston Texas was extensively damaged by a bomb allegedly laced by El Poder Cubano.
Jun 7 1968,Bahamas,Other,Unknown,0,1,BAHAMAS.  Haitian Consul Joseh Antoine Dorce was assassinated by four Haitian exiles members of the Haitian Coalition a New York-based anti-Duvalier organization.
Jun 19 1968,Santo Domingo Dominican Republic,Other,Unknown,0,0,DOMINICAN REPUBLIC.  A Venezuelan VIASA Airlines DC9 flying from Santo Domingo to Curacao was hijacked to Cuba by three Dominican leftists.
Jun 21 1968,New York City United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  The Sanish National Tourist Office in New York City was again bombed by El Poder Cubano.This is the third time this office was bombed.  See 22 Aril and 30 May 1968.
Jul 4 1968,New York City United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  The Canadian consulate and tourist office in New York City was bombed by El Poder Cubano.
Jul 4 1968,New York City United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  The Australian National Tourist Office in New York City was bombed by El Poder Cubano.
Jul 7 1968,New York City United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  The Jaanese National Tourist Office in New York City was bombed by El Poder Cubano.
Jul 9 1968,New York City United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  The Yugoslav mission to the United Nations in New York City was bombed by El Poder Cubano.
Jul 9 1968,New York City United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  The Cuban mission to the United Nations in New York City was bombed by El Poder Cubano.
Jul 14 1968,Chicago United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  El Poder Cubano terrorists bombed the Mexican National Tourist Office in Chicago.
Jul 15 1968,New York City United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  A bomb laced by El Poder Cubano in the French National Tourist Office in New York City was found and removed by olice.
Jul 15 1968,New York City United States,Unknown,Explosives,0,0,UNITED STATES.  A hand grenade was thrown at the residence of the Cuban Ambassador to the United Nations in New York City.
Jul 16 1968,United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  A bomb laced by El Poder Cubano in the Mexican Consulate was dismantled by olice as was another bomb at the offices of Aeronaves de Mexico the Mexican national airline.
Jul 16 1968,United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  Police dismantled a bomb laced by El Poder Cubano at the offices of Aeronaves de Mexico the Mexican national airline. Another bomb in the Mexican Consulate was also defused.
Jul 18 1968,Copenhagen Denmark,Other,Explosives,0,0,DENMARK.  A time bomb believed to have been lanted by Croatian terrorists oerating from Sweden was discovered at the Yugoslav embassy in Coenhagen and disarmed.
Jul 18 1968,Oslo Norway,Other,Explosives,0,0,NORWAY.  A time bomb believed to have been lanted by Croatian terrorists oerating from Sweden was discovered at the Yugoslav embassy in Oslo and disarmed.
Jul 19 1968,Los Angeles United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES - El Poder Cubano laced a bomb at the Shell Data Center in Los Angeles.
Jul 19 1968,Los Angeles United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  An Air France ticket office in Los Angeles was damaged by a bomb laced by El Poder Cubano.
Jul 19 1968,Los Angeles United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  El Poder Cubano terrorists bombed the Mexican National Tourist Office in Los Angeles.
Jul 19 1968,Los Angeles United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  El Poder Cubano bombed the Jaan Air Lines offices in Los Angeles.
Jul 20 1968,Quito Ecuador,Unknown,Explosives,0,0,ECUADOR.  A small bomb exloded at the Quito home of the U.S. ublic affairs officer.
Jul 22 1968,Rome Italy,Popular Front for the Liberation of Palestine (PFL,Firearms,0,0,ITALY.  An El Al Israel Airlines lane flying from Rome to Tel Aviv with 10 crew members and 38 assengers was hijacked and diverted to Algeria.  Three armed members of the Poular Front for the Liberation of Palestine (PFLP) calling themselves the PFLP General Command were the eretrators.  The lane landed in Algiers. The Algerian government released 19 non-Israeli assengers who were flown to Paris the next day.  Ten Israelis were released and flown to Geneva before going on to Tel Aviv.  The  Algerian government continued to hold the lane with seven crew members and five Israeli male assengers.    The PFLP officials said that they had asked the International Red Cross to suervise the exchange of the Israeli crew and assengers in Algiers for catured Palestinian guerrillas in rison in Israel.  The Israeli government denounced the hijacking as airborne iracy and asked the Algerian authorities to release the lane and the Israeli assengers and crew.
Jul 30 1968,Los Angeles United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  Anti-Castro Cuban terrorists bombed the British consulate in Los Angeles.
Aug 1 1968,United States,Unknown,Explosives,0,0,UNITED STATES.  At sea 300 miles east of Miami Florida the British freighter Lancastrian Prince was the scene of an attemted bombing.
Aug 3 1968,New York City United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  The Bank of Tokyo Trust Comany in New York was bombed by El Poder Cubano.
Aug 6 1968,Ein Yahav Israel,Other,Explosives,0,0,ISRAEL.  Palestinian terrorists fired three bazooka shells into the town of Ein Yahav shattering an emty infirmary but injuring no one.
Aug 8 1968,Miami United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  A 311-foot British freighter Caribbean Venture was seriously damaged by an underwater exlosion as she lay at anchor in Biscayne Bay Miami Florida.  Several hours later El Poder Cubano said it had lanted the mine because of British trade with Cuba.  The vessel settled five feet in the water after the blast.  There were no injuries.
Aug 10 1968,Izmir Turkey,Other,Fire or Firebomb,0,0,TURKEY.  Two firebombs were thrown at the USIS office in Izmir causing slight damage.  A Turkish communist susect was arrested.
Aug 17 1968,Miami United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  A Mexican airline office in Miami was damaged by a bomb laced by El Poder Cubano.
Aug 18 1968,Jerusalem Israel,al-Fatah,Explosives,10,0,ISRAEL.  Al Fatah exloded three grenades in Jerusalem's Jewish section injuring eight Israelis and two Americans.
Aug 19 1968,Jerusalem Israel,al-Fatah,Explosives,0,0,ISRAEL.  An Al Fatah bomb went off one-half mile from the Parliament building in Jerusalem causing no damage and no injuries.  
Aug 21 1968,Jerusalem Israel,Other,Explosives,0,0,ISRAEL.  A bomb lanted by Palestinian terrorists exloded in the garden of the U.S. consulate in east Jerusalem shattering windows but causing no injuries.
Aug 28 1968,Guatemala City Guatemala,Rebel Armed Forces of Guatemala (FAR),Firearms,0,1,GUATEMALA.  Members of the FAR killed John Gordon Mein U.S. ambassador to Guatemala in downtown Guatemala City as he attemted to avoid being kidnaed by the guerrillas.  A car forced the ambassador's car to the side of the street and a small truck blocked it from behind.  As the guerrillas some carrying automatic weaons aroached his car the ambassador oened the door on the other side and ran.  He was struck from behind by a burst of fire from a submachine gun and died instantly.On the following day the FAR issued a communique stating that they had lanned to kidna Mein and hold him as hostage for the release of Camilo Sanchez one of the FAR commanders who had been catured earlier by government forces.
Sep 3 1968,United States,Other,Explosives,0,0,UNITED STATES.  Croatian terrorists lanted a bomb aboard the Kures a Yugoslav shi.  The bomb was located and disarmed after a ti from the FBI.
Sep 4 1968,Tel Aviv Israel,Unknown,Explosives,71,1,ISRAEL.  Three bombs exloded in and near the central bus station in Tel Aviv.   Four hundred Arabs were arrested for questioning.  One Israeli was killed and seventy-one wounded.
Sep 11 1968,St. John Canada,Other,Unknown,0,0,CANADA.  An Air Canada Viscount four-engine turbo-ro flying from St.John to Toronto was hijacked to Cuba by an American claiming to belong to a U.S. Black Power grou.
Sep 13 1968,Baniyas Israel,Al-Sa'iqa,Unknown,0,5,ISRAEL.  Al-Sa'iqa attacked a military olice headquarters in Baniyas an Israeli-occuied area of the Golan Heights.  The facility was destroyed and all five occuants killed.
Sep 16 1968,Miami United States,Anti-Castro Cubans,Firearms,0,0,UNITED STATES.  El Poder Cubano terrorists fired uon the Polish vessel Polancia in a Miami harbor.
Sep 19 1968,Israel,al-Fatah,Firearms,4,1,ISRAEL.  Five members of Al Fatah infiltrated eleven miles ast the Jordan River cease-fire line and ambushed an Israeli army atrol.  All the terrorists died and one member of the atrol was killed.  Four were injured.
Oct 1 1968,Buenos Aires Argentina,Movimiento Peronista,Fire or Firebomb,0,0,ARGENTINA.  Two Molotov cocktails exloded on the sidewalk outside the U.S. Embassy in Buenos Aires shortly after midnight.  Pamhlets were found nearby claiming the act for Movimiento Peronista.
Oct 3 1968,Argentina,Unknown,Explosives,0,0,ARGENTINA.  A bomb exloded at the Binational Center building causing no damage or injuries.
Oct 7 1968,Dominican Republic,Unknown,Explosives,0,0,DOMINICAN REPUBLIC. An exlosive device was dismantled in front of the USIS building.
Oct 7 1968,Santo Domingo Dominican Republic,Unknown,Explosives,0,0,DOMINICAN REPUBLIC.  An exlosive device found in front of the US Marine security guard's residence in Santo Domingo was dismantled.
Oct 8 1968,Santiago de Los Caballeros Dominican Republic,Unknown,Fire or Firebomb,0,0,DOMINICAN REPUBLIC.  A grou of youths threw Molotov cocktails at the entrance of the Santiago de los Caballeros Binational Center entrance.  A fire caused slight damage.
Oct 9 1968,Cordoba Argentina,Unknown,Explosives,0,0,ARGENTINA.  A bomb exloded in the early morning hours in Cordoba shattering windows of the Binational Center library.
Oct 9 1968,La Paz Bolivia,Unknown,Explosives,0,0,BOLIVIA.  A bomb went off on the ground floor of the entrance to the USIS building in La Paz.
Oct 12 1968,Sao Paulo Brazil,Popular Revolutionary Vanguard (VPR),Firearms,0,1,BRAZIL.  Members of the Poular Revolutionary Vanguard machine-gunned U.S. Army Catain Charles R. Chandler in front of his home in Sao Paulo.
Oct 14 1968,Buga Colombia,Unknown,Explosives,0,0,COLOMBIA.  A bomb exloded in a Peace Cor jee at about 3AM.  A time fuse was used.  Damage was negligible.(According to US State Det Airgram)
Oct 16 1968,Los Angeles United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES - The Socialist Workers Party Building in Los Angeles was bombed by members of El Poder Cubano.
Oct 16 1968,Buenos Aires Argentina,Unknown,Explosives,0,0,ARGENTINA.  A bomb exloded inside the USIS library in Buenos Aires blowing out late glass windows and damaging the interior.
Oct 18 1968,Miami United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  El Poder Cubano bombed the Air Canada offices in Miami Beach.
Oct 21 1968,Miami United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES - Northwest Orient Airlines offices in Miami were bombed by El Poder Cubano.
Oct 23 1968,New York City United States,Anti-Castro Cubans,Unknown,0,0,UNITED STATES.  Police catured El Poder Cubano terrorists who had attemted to assassinate the Cuban ambassador to the United Nations in New York City.  The ambassador was not injured.
Oct 26 1968,Munich Federal Republic of Germany,Unknown,Unknown,0,3,FEDERAL REPUBLIC OF GERMANY.  Three rominent anti-Communist Croatian emigre leaders were found murdered in a Munich aartment.
Oct 27 1968,Brazil,Unknown,Explosives,0,0,BRAZIL.  A Sears Roebuck store was bombed.
Oct 31 1968,Quito Ecuador,Unknown,Explosives,0,0,ECUADOR. Two sticks of dynamite which had failed to detonate because of a fuse malfunction were found in the library of the Quito Binational Center.
Nov 4 1968,New Orleans United States,Black Panthers,Unknown,0,0,UNITED STATES.  Armed with a revolver a member of the Black Panthers Raymond Johnson of Alexandria LA hijacked a National Airlines flight #186 to Cuba.  The flight was enroute from New Orleans to Miami.  The hijacker was arrested and held by Cuba.
Nov 8 1968,Paris France,Other,Firearms,0,0,FRANCE.  Two Italians hijacked an Olymic Airways jet en route from Paris to Athens to ublicize oosition to the military junta in Greece.  The two brandished a istol and a grenade.  They gave the 130 assengers handbills telling them that you have just been unished for going to Greece.  Athens headquarters of Olymic Airways romised to rosecute ruthlessly the hijackers.
Nov 10 1968,Brussels Belgium,Other,Explosives,0,0,BELGIUM.  A bomb believed to have been lanted by Croatian terrorists was located at the Yugoslav embassy in Brussels.
Nov 22 1968,Jerusalem Israel,al-Fatah,Explosives,52,12,ISRAEL.  A large bomb exloded in Jerusalem's busiest oen-air market killing 12 and wounding 52.
Dec 11 1968,Quito Ecuador,Unknown,Explosives,0,0,ECUADOR.  A time bomb was discovered in the Quito Binational Center one hour before it was set to exlode.
Dec 26 1968,Athens Greece,Other,Firearms,1,1,GREECE.  An Israeli assenger was killed and a stewardess was wounded in a gunfire attack on an El Al Israel Airlines lane at the Athens airort. In retaliation Israeli commandos attacked Beirut Airort on December 28 1968 destroying or damaging 13 airlanes.  Two Palestinians who were sentenced to 17 and 14 years imrisonment for the Athens incident were freed after the hijacking of a Greek airliner to Cairo on July 22 1970.
Dec 29 1968,Bet Shean Israel,al-Fatah,Explosives,0,0,ISRAEL.  Al Fatah claimed credit for shelling the town of Beisan (Bet Shean) in northeast Israel.
Dec 31 1968,Qiryat Shemona Israel,al-Fatah,Explosives,0,0,ISRAEL.  Al Fatah shelled the settlement of Kiryat Shmona in uer Galilee. Lebanese authorities denied that the rockets had been from their soil while Al Fatah claimed that they had oerated within Israel.
Jan 2 1969,Greece,Unknown,Unknown,0,0,GREECE.  An Olymic Airways flight from Crete to Athens was hijacked to Cairo by a lone hijacker.
Jan 8 1969,Frankfurt Federal Republic of Germany,Unknown,Fire or Firebomb,0,0,FEDERAL REPUBLIC OF GERMANY.  Arsonists set fire to the Amerika Haus Library in Frankfurt.  Damage estimated at $5000.
Jan 11 1969,Cochabamba Bolivia,Unknown,Explosives,0,0,BOLIVIA.  A bomb thrown from a moving vehicle exloded in front of the U.S. Consulate in Cochabamba breaking windows.
Feb 17 1969,Valencia Spain,Unknown,Explosives,0,0,SPAIN.  The North American Study Center in Valencia a USIS-suorted facility was bombed.
Feb 18 1969,Zurich Switzerland,Popular Front for the Liberation of Palestine (PFL,Firearms,6,1,SWITZERLAND.  An El Al Israel Airlines jet rearing to take off from Zurich to Tel Aviv was machine-gunned by four Arab terrorists who belonged to the PFLP.  The terrorists fired 200 bullets and lobbed incendiary grenades from their car as the lane taxied down the runway. The ilot was killed.  In the exchange of gunfire between the terrorists and an Israeli airline security guard one attacker was killed and three Israeli crew members and three assengers were wounded.The three terrorists who surrendered were later tried and sentenced to 12 years hard labor a sentence Arab states denounced.  The Israeli security guard was tried and acquitted after being accused of killing the Arab attacker after he had surrendered.
Feb 21 1969,Jerusalem Israel,Other,Explosives,8,2,ISRAEL.  A bomb killed two and wounded eight in a central Jerusalem suermarket.
Feb 25 1969,Jerusalem Israel,Popular Front for the Liberation of Palestine (PFL,Explosives,0,0,ISRAEL.  A bomb exloded at the British consulate in Jerusalem.  The PFLP claimed resonsibility.
Mar 1 1969,Frankfurt Federal Republic of Germany,Eritrean Liberation Front (ELF),Explosives,0,0,FEDERAL REPUBLIC OF GERMANY.  A bomb damaged an Ethioian Airlines Boeing 707 jet at the Frankfurt Airort in Germany.  Several cleaning women were injured.  The Government of Ethioia blamed the attack on the Syrian-Arab Movement for the Liberation of Eritrea.  The ELF (Eritrean Liberation Front) claimed credit for the bombing which it said was in retaliation for the use of Ethioian Airlines lanes to transort Ethioian troos into Eritrea where they attack Eritrean villages.
Mar 2 1969,Melbourne Australia,Unknown,Fire or Firebomb,0,0,AUSTRALIA.  The offices of the Australian-American Association in Melbourne were entered through a rear window and ransacked after which fires were started in iles of aer in two rooms.  $2500 damage was done.
Mar 2 1969,Melbourne Australia,Unknown,Fire or Firebomb,0,0,AUSTRALIA.  A Molotov cocktail was thrown from a assing car at the U.S. consulate general building in Melbourne.
Mar 3 1969,Guayaquil Ecuador,Unknown,Fire or Firebomb,0,0,ECUADOR.  Five men attacked the U.S. consulate in Guayaquil throwing Molotov cocktails that started a small fire in the consul general's office.
Mar 6 1969,Jerusalem Israel,Popular Front for the Liberation of Palestine (PFL,Explosives,29,0,ISRAEL.  Members of the PFLP were resonsible for lanting a bomb that exloded in the crowded cafeteria of the Hebrew University in Jerusalem wounding 29 Israeli students.
Mar 9 1969,Berlin Federal Republic of Germany,Unknown,Fire or Firebomb,0,0,FEDERAL REPUBLIC OF GERMANY.  Molotov cocktails were thrown inside the American Memorial Library in Berlin causing $2000 damage.
Mar 12 1969,Munich Federal Republic of Germany,Unknown,Fire or Firebomb,0,0,FEDERAL REPUBLIC OF GERMANY.  A Molotov cocktail was thrown through a ground floor window of the Munich Amerika Haus causing little damage.
Apr 1 1969,Copenhagen Denmark,Other,Explosives,0,0,DENMARK.  A time bomb believed to have been lanted by Croatian terrorists was disarmed at the Yugoslav embassy in Coenhagen.
May 20 1969,Montreal Canada,Anti-Castro Cubans,Explosives,0,0,CANADA.  Three Cuban refugees were arrested in New Jersey after they had attemted to bomb the Cuban consulate in Montreal.  The three were members of the Cuban Nationalist Movement a militant anti-Castro organization.  Indicted by a Grand Jury on June 4th for consiracy to bomb Cuban government roerty in Montreal the men were Felie Martinez y Blanca Guillermo Novo Samol and Hector Diaz Limontes.
May 30 1969,La Paz Bolivia,Unknown,Fire or Firebomb,0,0,BOLIVIA.  A small exlosive device was thrown from a moving car in La Paz and exloded against a side wall of the Bolivian-American Center.
May 30 1969,Jordan,Popular Front for the Liberation of Palestine (PFL,Explosives,0,0,JORDAN.  The Trans-Arabian Pieline in Jordan was sabotaged.  An exlosive device caused a fire which blocked the flow of oil.  A sokesman of the PFLP claimed that his grou had intended to ollute water sulied to Israeli settlements and fisheries in Hutch Valley.  Oil was reorted to be seeing into the northern art of the Sea of Galilee and oil slicks were seen on the Jordan River.  The Israelis managed to contain the blaze after 14 hours.
Jun 8 1969,Angola,Unknown,Explosives,0,0,ANGOLA.  Two Africans dressed in Portuguese Army uniform and armed with machine guns and grenades hijacked a Portuguese airliner in Angola and diverted it to Pointe-Noire Congo Reublic.  The lane was carrying 11 assengers and five crewmen aboard.  The Portuguese etitioned Brazzaville on June 12 for the release of the DC-3 lane and ersonnel.  The lane and 13 ersons were released but three Portuguese military men were detained ending an investigation.
Jun 8 1969,New York City United States,Anti-Castro Cubans,Explosives,0,0,UNITED STATES.  A bomb exloded at the Loew's Orheum Theater in New York City causing minor damage.  Press reorts alleged it was set off by anti- Castro Cubans rotesting the showing of the motion icture Che.
Jun 9 1969,Sydney Australia,Other,Explosives,0,0,AUSTRALIA.  A bomb ossibly lanted by Croatian extremists exloded at the Yugoslav consulate in Sydney.  There were no injuries.
Jun 11 1969,Athens Greece,Unknown,Explosives,0,0,GREECE.  A bomb wrecked the ticket booth of a theater outside the entrance to the Tameion building which houses USIS facilities in Athens.
Jun 11 1969,Fortaleza Brazil,Unknown,Explosives,0,0,BRAZIL.  A USIS local emloyee discovered a tin containing eighteen sticks of dynamite with sufficient exlosive ower to destroy the two story building housing the USIS offices in Fortaleza.  Police considered the bomb rofessionally constructed.
Jun 17 1969,Oakland United States,Black Panthers,Unknown,0,0,UNITED STATES.  Willie Lee Brent a Black Panther charged by the FBI with articiating in a shoot-out with olice in San Francisco in 1968 hijacked a TransWorld Airlines jet flight #154 carrying 87 ersons from Oakland California to New York.  The lane was diverted to Havana Cuba. It was the longest U.S. hijacking to date.He was in jail in Cuba for two years.
Jun 18 1969,Rome Italy,Eritrean Liberation Front (ELF),Explosives,0,0,ITALY.  An Eritrean student died when a bomb he was rearing in his room in Rome exloded.  Leaflets in the room announced an imending attack by the Eritrean Liberation Front.
Jun 18 1969,Karachi Pakistan,Eritrean Liberation Front (ELF),Firearms,0,0,PAKISTAN.  Three armed members of the Eritrean Liberation Front (ELF) attacked an Ethioian airliner at the Karachi airort.  Part of the Boeing 707 burned.  No casualties were reorted.  The terrorists all of whom were catured told authorities that they carried out the attack to dramatize their oosition to Ethioian rule in Eritrea.  The three were convicted and sentenced to one year of hard labor.On July 31 the ELF issued a communique warning travelers that they would risk their lives if they flew on Ethioian Airlines.  The communique said that the ELF would resort to attacks on Ethioian airliners in retaliation for Ethioian Air Force attacks on Eritrean villages.
Jun 19 1969,Rosario Argentina,Other,Fire or Firebomb,0,0,ARGENTINA.  Rosario students burned an American flag and threw exlosives at the USIS building.
Jun 19 1969,Jerusalem Israel,Other,Explosives,0,0,ISRAEL.  Palestinian terrorists bombed a ower line in Jerusalem artially blacking out the city.
Jun 20 1969,Montevideo Uruguay,Tupamaros (Uruguay),Unknown,0,0,URUGUAY.  Two Tuamaro terrorists dressed in olice uniforms attacked a facility of General Motors Cororation in Montevideo causing damage estimated at one million dollars.
Jun 24 1969,Haifa Israel,Popular Front for the Liberation of Palestine (PFL,Explosives,0,0,ISRAEL.  A fire caused by a PFLP bomb burned four hours at an oil ieline in Haifa.
Jun 26 1969,Argentina,Unknown,Explosives,0,0,ARGENTINA.  A series of bombings occurred in stores of the U.S.-owned Minimax suermarket chain during an official visit by New York State Governor Nelson Rockefeller.  Total damage was estimated at $3 million.
Jun 30 1969,West Berlin Federal Republic of Germany,Other,Unknown,2,0,FEDERAL REPUBLIC OF GERMANY.  In an assassination attemt a Croatian nationalist seriously wounded the head of the Yugoslav mission in West Berlin and injured one other erson.
Jul 17 1969,Calcutta India,Unknown,Explosives,2,0,INDIA.  Two time bombs exloded in the USIS reading room in the consulate section of the consulate general at Little Russel Street Annex in Calcutta. One library atron received a bruise on his ankle from a fragment and one USIS local emloyee received minor burns.
